"id","interview","confidence","motivation","interview_qual","interviewer_qual","self_assessment","age","gender","StartDate","EndDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","consent","interview_statements_1","interview_statements_2","interview_statements_3","interview_statements_4","knowledge_before","new_info","strategy","strategy_free","change_strategy","change_strategy_free","interview_adj_1","interview_adj_2","interview_adj_3","interview_adj_4","interview_adj_5","interview_adj_6","interviewer_adj_1","interviewer_adj_2","interviewer_adj_3","interviewer_adj_4","interviewer_adj_5","interviewer_adj_6","lie_scale#1_1_1","lie_scale#1_2_1","lie_scale#1_3_1","lie_scale#1_4_1","lie_scale#1_5_1","lie_scale#2_1_1","lie_scale#2_2_1","lie_scale#2_3_1","lie_scale#2_4_1","lie_scale#2_5_1","style","interviewer","interview_adj_2_R","interview_adj_4_R","interviewer_adj_2_R","interviewer_adj_3_R","interviewer_adj_6_R"
53,0,5,7,2.33333333333333,4.33333333333333,2,46,2,2023-09-15 13:48:39,2023-09-15 14:42:08,0,100,3209,1,2023-09-15 14:42:09,"R_3KoPPc8ZT6iimgt","anonymous","EN",1,1,2,2,3,4,1,1,"Made up a story to explain why I was in the building and why I walked around a bit. Did not know about the CCTV",2,NA,3,4,2,3,3,1,4,2,1,4,4,1,1,0,0,"0","0",0,0,0,0,0,"sos","Karishma",2,3,4,5,5
53,1,2,6,2.66666666666667,4,2.75,NA,NA,2023-09-22 15:26:09,2023-09-22 16:47:53,0,100,4903,1,2023-09-22 16:47:54,"R_2vkvH1d155xIOFF","anonymous","EN",1,2,2,3,4,5,2,1,"Stick to my story, not change anything and question whatever new evidence they would claim to have",2,NA,4,4,2,3,3,2,4,2,1,3,3,1,0,0,0,"0","0",0,0,0,0,0,"sos","Karishma",2,3,4,5,5
54,0,3,7,4.5,4.33333333333333,2,40,1,2023-09-15 14:42:12,2023-09-15 15:57:30,0,100,4518,1,2023-09-15 15:57:31,"R_3lzaK7OPOgcVMZw","anonymous","EN",1,2,2,1,3,1,5,1,"I tried to tell the truth as much as possible in regards to my physical movements in and around the building. I tried to obfuscate the reason I was there but matched the timelines to the actual movements. I also tried to add a bit of detail here and there to match my version of events.",2,NA,5,1,4,2,4,5,4,2,1,3,5,1,1,0,2,"0","0",0,0,4,0,0,"direct","Karishma",5,4,4,5,5
54,1,2,7,3.66666666666667,4.16666666666667,2,NA,NA,2023-09-19 15:55:36,2023-09-19 16:50:08,0,100,3272,1,2023-09-19 16:50:09,"R_3k4YGNvLHFtifoG","anonymous","EN",1,2,2,2,2,2,5,1,"I tried to keep it simple, to tell the truth about my movements around the building but not why I was there. I tried as best I could to convince the interviewer that my reason for being in the building was legitimate and that I wasn't there to commit any crimes. I tried to keep the gist of my story simple to avoid being caught in any lies.",2,NA,4,2,4,3,4,3,4,3,1,3,5,1,1,0,0,"0","0",1,0,4,0,0,"direct","Karishma",4,3,3,5,5
54,2,3,7,3.83333333333333,4.33333333333333,1.75,NA,NA,2023-09-29 15:23:56,2023-09-29 15:47:32,0,100,1415,1,2023-09-29 15:47:33,"R_31BGS15hoHrAn8D","anonymous","EN",1,1,2,2,2,3,5,1,"I tried to keep the story simple and have a reason for the journey I took through the building, I tried to have innocuous reasons for doing things like going into rooms and touching thinhgs but not lie about my actual movements through the building.",2,NA,4,2,3,2,4,4,4,2,1,3,5,1,0,0,2,"0","0",1,0,2,0,0,"direct","Karishma",4,4,4,5,5
55,2,4,5,2.16666666666667,2.83333333333333,2.25,NA,NA,2023-10-04 12:09:07,2023-10-04 14:22:05,0,100,7977,1,2023-10-04 14:22:05,"R_xEsa9bORbqlo1Vv","anonymous","EN",1,2,3,2,2,5,5,2,NA,2,NA,2,4,2,3,2,2,2,2,3,3,2,3,0,0,0,"0","0",0,0,0,0,0,"sos","Naiara",2,3,4,3,3
55,0,2,5,3,3.16666666666667,3,40,1,2023-09-27 11:18:48,2023-09-27 13:31:53,0,100,7984,1,2023-09-27 13:31:54,"R_2xAjSNyn0nA0Wzz","anonymous","EN",1,3,3,2,4,1,3,2,NA,1,NA,3,2,3,3,2,3,4,4,3,4,2,2,0,0,0,"0","0",0,0,0,0,0,"sos","Naiara",4,3,2,3,4
55,1,4,4,2.33333333333333,2.66666666666667,2.5,NA,NA,2023-10-03 13:44:50,2023-10-03 15:45:24,0,100,7234,1,2023-10-03 15:45:25,"R_1I6nA7kREnDDxUd","anonymous","EN",1,3,2,2,3,5,4,2,NA,2,NA,3,4,2,4,3,2,3,3,4,3,2,3,0,0,0,"0","0",0,0,0,0,0,"sos","Naiara",2,2,3,2,3
56,1,3,5,2.66666666666667,3.33333333333333,2.75,NA,NA,2023-10-03 13:16:56,2023-10-03 13:43:22,0,100,1585,1,2023-10-03 13:43:22,"R_2OZT4JSg6cXbXlI","anonymous","EN",1,3,2,2,4,6,5,1,"leaving out the activity i imagine to be the ""illegal"" act. taking and replacing the usb and the recording",2,NA,4,3,2,5,4,2,3,4,2,3,4,2,1,8,5,"0","0",1,1,2,3,1,"sos","Naiara",3,1,2,4,4
56,0,2,6,3.16666666666667,2.5,2,26,1,2023-09-27 13:33:04,2023-09-27 14:29:32,0,100,3388,1,2023-09-27 14:29:34,"R_3k6DgDZ2NhFdlgi","anonymous","EN",1,2,2,2,2,5,5,1,"leave out some part of the activities",1,"i did forgot wich floor i was was supposed to get the notebook",4,3,2,2,4,2,3,4,4,2,3,3,0,8,1,"0","1",1,1,0,2,1,"sos","Naiara",3,4,2,2,3
56,2,3,5,2.83333333333333,2.66666666666667,2.25,NA,NA,2023-10-09 12:44:48,2023-10-09 13:13:20,0,100,1711,1,2023-10-09 13:13:21,"R_2YhyP3Hp7Q3Om1N","anonymous","EN",1,2,2,2,3,6,4,1,"leaving out what activities i found to feel ""illegal"" the taking of camera fotage and the usb stick delivery on the fourth floor",2,NA,4,2,2,4,3,2,3,4,4,3,3,3,1,15,1,"2","0",1,0,1,1,0,"sos","Naiara",4,2,2,2,3
57,0,5,7,2.66666666666667,4,2.25,23,2,2023-09-29 12:55:49,2023-09-29 14:17:46,0,100,4917,1,2023-09-29 14:17:47,"R_sR3bWdKyITvsBYR","anonymous","EN",1,2,2,2,3,4,2,1,"Admit that i was in the general vicinity of where the crimes were commited, but telling them i was there for other reasons such as ""printing paper"".",1,"I realised that if there was proof of me roaming around in places, other than where i told them i was, i had no way of taking that back. I wanted to come across as honest and increase my chances of getting away.",2,3,2,4,5,2,3,2,1,4,4,2,2,0,3,"0","0",0,1,0,0,1,"direct","Karishma",3,2,4,5,4
57,2,3,7,3,4.5,2.25,NA,NA,2023-10-05 11:48:02,2023-10-05 12:42:52,0,100,3289,1,2023-10-05 12:42:53,"R_6DJGvtqlQdLAv9D","anonymous","EN",1,3,2,2,2,5,4,1,"I tried to act confused and forgetful.",1,"I started out with the plan to admit to being where the crimes occurred but while doing something ""non-criminal"". After a while i realised that i had said too much and it did not sound convincing so instead i started acting confused and forgetful. After that, however, i realised that i did not like that strategy at all so i went back to my first strategy again, which did not help my case at all. During the interview i felt like i switched strategies every other minute.",4,3,2,5,5,3,5,2,1,4,4,1,0,0,1,"0","1",1,1,0,0,0,"direct","Karishma",3,1,4,5,5
57,1,3,6,3,4.5,2,NA,NA,2023-10-03 11:46:45,2023-10-03 12:30:00,0,100,2594,1,2023-10-03 12:30:02,"R_56aCwm2gPMuqEW5","anonymous","EN",1,2,2,2,2,5,3,1,"I admitted to being in the general vicinity of where the crimes were committed, but i told them it was for reasons that sound innocent.",2,NA,4,2,2,4,4,2,4,1,1,4,4,1,0,1,3,"0","1",1,2,0,0,0,"direct","Karishma",4,2,5,5,5
58,2,3,6,1.66666666666667,3.33333333333333,2,NA,NA,2023-10-11 11:05:12,2023-10-11 13:48:59,0,100,9827,1,2023-10-11 13:49:00,"R_6ioUlXvLROPcmVb","anonymous","EN",1,3,1,2,2,5,1,1,"I worked from the idea that I had legitimate business during ""the incident"", where I had an appointment in room 427 regarding my stutter and that my movements on the day was me going to and from that appointment, with a mental break on the patio on the third floor, etc.",2,NA,2,5,1,4,3,1,2,4,1,3,5,3,0,1,0,"0","0",0,0,0,0,0,"direct","Naiara",1,2,2,5,3
58,1,3,6,2.16666666666667,3.33333333333333,2.25,NA,NA,2023-10-09 13:20:32,2023-10-09 13:48:33,0,100,1680,1,2023-10-09 13:48:34,"R_1k0uRCEp0yFChpZ","anonymous","EN",1,3,1,2,3,5,2,1,"My strategy, such as it is, means giving legitimate reasons for being where I was and sticking to my story as much as possible. Appointment with a professor on the fourth floor relating to my stutter, a mental break to clear my head on the patio on the third floor and trying to find the restroom before leaving.",2,NA,1,5,3,4,3,3,3,4,1,3,4,3,0,1,0,"0","0",0,0,0,0,0,"direct","Naiara",1,2,2,5,3
58,0,2,5,2.16666666666667,3.5,2.25,40,1,2023-10-06 11:58:34,2023-10-06 13:07:51,0,100,4156,1,2023-10-06 13:07:52,"R_1GQE1m33brzVyRC","anonymous","EN",1,3,2,1,3,5,6,1,"I claimed to have an appointment to handle my stutter with a psychologist on the fourth floor. All claims for any actions I may have take fall from that, such as going out onto the patio to have some relative peace for a moment after this appointment.",2,NA,2,5,3,4,4,1,3,4,2,3,4,1,0,1,0,"0","0",0,0,0,0,0,"direct","Naiara",1,2,2,4,5
59,0,2,7,4.5,3.16666666666667,3.5,27,2,2023-10-06 13:08:20,2023-10-06 14:41:11,0,100,5570,1,2023-10-06 14:41:11,"R_2ZZymCgVPktJeqf","anonymous","EN",1,4,4,2,4,2,5,1,"I just tried to make sure that all the things I say fit to each other, that I do not say contradictory things. I tried to not answet too fast to the questions but also not to think for too long. I tried to sound confident.",2,NA,5,1,4,1,4,4,2,4,1,1,4,1,1,0,0,"0","0",0,0,0,0,0,"direct","Naiara",5,5,2,5,5
59,1,3,7,4.33333333333333,4,3.5,NA,NA,2023-10-09 13:48:47,2023-10-09 14:13:01,0,100,1454,1,2023-10-09 14:13:02,"R_2b2DqdpAPWFpqKx","anonymous","EN",1,4,4,2,4,6,3,1,"I tried to remind myself what I said the last time and recreate it the best and the most similarly I could. I tried not to say or add too many details or new information to the story so I would not get lost in my confession or confuse myself.",2,NA,5,1,4,2,4,4,4,2,1,1,5,1,0,0,0,"0","0",0,0,0,0,0,"direct","Naiara",5,4,4,5,5
59,2,6,7,4.16666666666667,4.33333333333333,3.5,NA,NA,2023-10-19 15:29:08,2023-10-19 15:50:52,0,100,1304,1,2023-10-19 15:50:53,"R_2uDU1zRNF7ce7Aa","anonymous","EN",1,4,4,2,4,6,4,1,"Just like the previous times I tried to avoid too many details and I tried to stick to my initial story as best as I could. When the interviewer was asking if I touched anything I tried to give kinda vague answers, like ""It is possible but I do not think so"" or that I do not recollect because I thought it would be weird and suspicious if I remembered my every move.",2,NA,5,1,3,1,4,3,4,1,1,3,4,1,2,0,0,"0","0",0,0,0,0,0,"direct","Naiara",5,5,5,5,5
60,0,4,5,3.5,2.83333333333333,3,55,2,2023-10-13 13:46:23,2023-10-13 15:02:00,0,100,4537,1,2023-10-13 15:02:01,"R_bQx5sRIRPWbm5CV","anonymous","EN",1,3,2,3,4,6,4,2,NA,2,NA,4,4,3,2,4,4,4,4,3,3,3,4,0,1,1,"0","0",0,1,0,1,0,"sos","Minna",2,4,2,3,2
60,2,3,5,2.5,2.83333333333333,2,NA,NA,2023-10-25 09:45:29,2023-10-25 10:45:25,0,100,3596,1,2023-10-25 10:45:26,"R_1dFtXWaDc10aoDQ","anonymous","EN",1,1,1,2,4,7,3,2,NA,2,NA,3,4,2,3,3,2,3,5,2,3,3,3,0,1,0,"1","0",0,0,0,1,0,"sos","Minna",2,3,1,4,3
60,1,5,4,2.66666666666667,2.16666666666667,2,NA,NA,2023-10-18 11:47:43,2023-10-18 12:37:39,0,100,2996,1,2023-10-18 12:37:40,"R_21thIhW12di2ioi","anonymous","EN",1,2,1,2,3,7,4,2,NA,2,NA,4,5,4,5,3,3,2,5,3,3,2,4,0,1,0,"0","0",0,1,0,1,0,"sos","Minna",1,1,1,3,2
61,1,3,6,2.83333333333333,3.33333333333333,1,NA,NA,2023-10-16 09:51:32,2023-10-16 10:21:52,0,100,1820,1,2023-10-16 10:21:53,"R_upIkQUmjpNKLEfT","anonymous","EN",1,1,1,1,1,6,5,2,NA,2,NA,4,3,3,3,2,2,3,2,1,1,2,1,0,0,0,"0","0",0,0,0,0,0,"sos","Minna",3,3,4,5,5
61,2,3,7,3.5,3.16666666666667,1,NA,NA,2023-10-18 09:59:21,2023-10-18 10:32:31,0,100,1989,1,2023-10-18 10:32:32,"R_3fH0wFteUE4C5WV","anonymous","EN",1,1,1,1,1,6,4,2,"Kännde att jag redan ramat in mig själv efter första intervjupasset när jag sa att jag bara vistats på första våningen och ville inte ändra min story.",2,NA,5,3,3,2,3,3,4,3,2,2,2,2,0,0,0,"0","0",0,1,0,0,0,"sos","Minna",3,4,3,4,4
61,0,4,6,NA,3,1.5,24,1,2023-10-13 15:04:09,2023-10-13 16:55:44,0,100,6695,1,2023-10-13 16:55:45,"R_3VEc8VV5yHf3jA5","anonymous","EN",1,2,1,2,1,3,5,2,"Tänkte innan att jag skulle undvika säga specifika saker, men babblade på mer än vad jag trodde jag skulle göra.",2,NA,4,NA,2,2,4,3,4,3,2,1,2,2,0,0,0,"0","0",0,0,2,0,0,"sos","Minna",NA,4,3,4,4
